f518997bd722d624226bbfa67976760ca1e93d96,DELETE,executable,venv/lib/python3.12/site-packages/cv2/cv2.abi3.so,66822601,
d61e2f8b3bd3f6549118a5a3fe7e12944d409793,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/cublas/lib/libcublas.so.12,116388640,
52e9a2ca0ed9eac57bd0dc0b6db1df121efc0fb9,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/cublas/lib/libcublasLt.so.12,751771728,
815f8185af121a553d1000fa1d2595e4e5b2efe6,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/cuda_nvrtc/lib/libnvrtc.alt.so.12,104966520,
610ec7f8172abe9a9af41ac45051d1660cd71053,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/cuda_nvrtc/lib/libnvrtc.so.12,104487248,
37fb9d4b514e40f7a8bac07054c42e345c0cd807,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/cudnn/lib/libcudnn_adv.so.9,285226600,
b6de7c7f170a9e69e81b59605be62c6e07995549,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/cudnn/lib/libcudnn_engines_precompiled.so.9,547383096,
cd29cdee6f2973b84566a546f59999e95ac91c00,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/cudnn/lib/libcudnn_heuristic.so.9,58726712,
246ccdaee3a55e9d21e6ba1a21dbf7b36a367134,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/cudnn/lib/libcudnn_ops.so.9,127936080,
49e629593022524cd0c0ce6a176fe0d3cf28e95f,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/cufft/lib/libcufft.so.11,278925016,
6f05e7a7dc60621cb1f36065351d8a720d37386c,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/curand/lib/libcurand.so.10,136749240,
8bc502143e7f41a0bd4e6e33a882fb3bcf07e8fd,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/cusolver/lib/libcusolver.so.11,243303872,
397b32a63585f4bfe2f59f6002b88c7a16ee493c,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/cusolver/lib/libcusolverMg.so.11,161493576,
33115512eff1657011e5a0290068ac607372c58a,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/cusparse/lib/libcusparse.so.12,387990224,
7be0e6ce5a31ee8f1d9e53f8ea1c11f0240a7ca5,DELETE,executable,venv/lib/python3.12/site-packages/nvidia/cusparselt/lib/libcusparseLt.so.0,451980513,
0c0c37f863860599d1a8f2101d61d845ca039354,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/nccl/lib/libnccl.so.2,429628328,
15ceab190829b35cea09f2d5994ca30495459994,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/nvjitlink/lib/libnvJitLink.so.12,94101392,
5b2df2c4e3717aa0b34053faac513ad27fb172c0,DELETE,regular-file,venv/lib/python3.12/site-packages/nvidia/nvshmem/lib/libnvshmem_host.so.3,144177272,
b73b0c4df2d2ed5746ffb270c55bd1b845bcf123,DELETE,executable,venv/lib/python3.12/site-packages/torch/lib/libtorch_cpu.so,436943057,
10265f16c294d8c2ca0b3b6de8ee51db88cd7dd2,DELETE,executable,venv/lib/python3.12/site-packages/torch/lib/libtorch_cuda.so,1022772113,
29bdc583c1bceaa259458a0dc28dda9986000052,DELETE,executable,venv/lib/python3.12/site-packages/torch/lib/libtorch_cuda_linalg.so,127492873,
3fb173fd34c820ca0f08082d96fd49c397378764,DELETE,executable,venv/lib/python3.12/site-packages/triton/_C/libtriton.so,401096440,
